text,account_age_days,text_length_words,has_exclamation,has_question,has_emoji,mentions_flag,hashtags_count,urls_count,retweets,favorites,is_verified,followers_count,friends_count,favorites_statuses_ratio,tweet_event,tweet_type,classification,diffusion_speed,sentiment,users_pos_count,users_neg_count,users_neu_count
UPDATE: 13 hostages inside Sydney coffee shop near Sydney Opera House; Abbott will deliver a statement shortly. #ISISAttacks #sydneyseige,1112,19,0,0,0,0,2,0,138,43,0,101549,308,0.08274117788751054,8,source-tweets,1,2653.0,1,0,1,5
NSW Police + AFP are raiding several homes in Lakemba right now. More  #martinplacesiege #sydneysiege #sydneycafesiege (@PMOnAir),2248,17,0,0,0,1,3,0,136,30,1,150590,84766,0.014548345944812401,8,source-tweets,1,9126.0,2,3,1,5
"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/nJYpN3eTKu",45,20,0,0,0,1,0,0,191,0,0,24,19,0.0,8,source-tweets,1,0.0,0,0,0,0
BREAKING PHOTO Appears To Show #SydneySiege Suspect --MORE HERE: http://t.co/wTO5RzOWe0 http://t.co/2vvAXlVLzb,1183,11,0,0,0,0,1,1,253,24,0,110899,3,0.00010899776554580631,8,source-tweets,1,41315.0,2,6,0,3
DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,1951,13,0,0,0,0,1,1,109,27,1,824505,460,0.00022419120585626419,8,source-tweets,1,24174.0,1,5,2,3
"UPDATE: Australian PM Abbott: Police dealing with ""reported hostage-taking incident"" in Sydney's business district - http://t.co/iqgdmiCDNh",2080,16,0,0,0,0,0,1,108,26,1,3775583,860,0.005627009646302251,8,source-tweets,1,5125.0,1,1,1,6
CEO of Lindt cafe says 40-50 hostages held by 2 gunmen. Significantly higher number than initially thought #MartinPlace #sydneysiege,2084,19,0,0,0,0,2,0,289,35,1,14874,663,0.29443772672309554,8,source-tweets,1,44474.0,2,6,0,10
#BREAKING Reported hostage-taking incident unfolding in Sydney http://t.co/Ur9ec3DtkI,2321,8,0,0,0,0,1,1,102,21,1,1376439,781,0.007622573449143291,8,source-tweets,1,780.0,1,0,0,4
The first official statement from @nswpolice regarding the #SydneySiege. http://t.co/syPmr0LPcZ,2610,10,0,0,0,1,1,0,236,44,1,230572,395,0.0005073566717402334,8,source-tweets,1,3142.0,2,2,7,10
"BREAKING: First photo of middle-aged hostage-taker, who is wearing a black bandana while conducting the #SydneySiege. http://t.co/Rv2cvDG2vT",2132,17,0,0,0,0,1,0,136,25,0,17857,6864,0.11204518586628136,8,source-tweets,1,2260.0,1,6,2,11
Ongoing hostage situation in Sydney café. #sydneysiege Major landmarks like the Sydney Opera House evacuated  http://t.co/fmvq54QmTO,2873,16,0,0,0,0,1,1,539,98,1,8173059,61,0.0,8,source-tweets,1,7152.0,1,11,3,14
"Police: Operation dealing with ""armed incident"" in Sydney's Martin Place; people nearby urged to shelter in place - http://t.co/iqgdmiCDNh",2080,19,0,0,0,0,0,1,127,34,1,3775844,860,0.0056261051277929595,8,source-tweets,1,3237.0,1,1,1,2
"UPDATE: Reports a gunman is requesting to speak to Australian leaders on live radio, as specialist officers work to make contact. #9News",1600,22,0,0,0,0,1,0,146,38,1,26414,1644,0.005253558233432584,8,source-tweets,1,1844.0,1,1,1,3
Breaking: Sydney On Lockdown as Dramatic Siege Unfolds http://t.co/Xpjpgbf2Pb #sydneysiege http://t.co/31KmD0zuIx,2174,11,0,0,0,0,1,1,216,57,1,464011,977,0.006775017240415261,8,source-tweets,1,26318.0,0,1,2,4
From @guardian on Ray Hadley's speculative reports: #sydneysiege http://t.co/qRXKjmJZyq,1426,9,0,0,0,1,1,0,124,37,0,3454,986,0.23887846340655702,8,source-tweets,1,4665.0,1,2,2,5
UPDATE: Parts of #Sydney locked down amid cafe hostage crisis; Sydney Opera House evacuated http://t.co/UvMu4d0f9q http://t.co/wmWyzhBHnw,2049,16,0,0,0,0,1,1,127,16,1,376004,80,0.00015250993220933514,8,source-tweets,1,0.0,0,0,0,0
"Sites evacuated now include State Library, Sydney Opera House, Channel 7 building in Martin Place. http://t.co/XrIutxD6Op #SydneySiege",2257,17,0,0,0,0,1,1,115,19,1,307094,1767,0.005749365444778939,8,source-tweets,1,899.0,1,0,0,3
"Lindt Australia CEO says probably about 10 staff, 30 customers in Sydney cafe at time of siege  @SkyBusiness #sydneysiege (@liztilley84)",2248,20,0,0,0,1,1,0,105,14,1,150805,84767,0.01454732905796215,8,source-tweets,1,2413.0,1,2,1,6
"UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9",2829,18,0,0,0,0,1,1,345,106,1,4636605,382,4.2420739499541325e-05,8,source-tweets,1,86487.0,1,7,4,12
Photo of one of the Australian jihadists holding13 hostages in under flag of jihad #Sydney http://t.co/gAEf9aHB8v http://t.co/1Z3hyDpLP7,2327,17,0,0,0,0,1,1,107,24,0,52768,218,0.0010080645161290322,8,source-tweets,1,79508.0,1,5,3,14
A picture of the gunman inside Lindt cafe at Martin Place. Updates: http://t.co/mmOH7zakyB #SydneySiege http://t.co/jqHrcjlseq,2610,15,0,0,0,0,1,1,226,51,1,230648,395,0.0005073199014349906,8,source-tweets,1,41258.0,1,6,5,15
"TV pictures confirm, hostages forced to rise Islamic flag inside #Sydney Cafe http://t.co/gnpbcnjWzI",2003,13,0,0,0,0,1,0,129,14,1,60756,4031,0.002453240252897787,8,source-tweets,1,19799.0,0,3,3,12
If you want to follow the hostage situation in Sydney: http://t.co/wPRiPQpSBX,2364,11,0,0,0,0,0,1,103,32,1,173986,944,0.0016970603463153655,8,source-tweets,1,24204.0,1,4,0,6
People are being held hostage in a cafe in Sydney. Very worrying!,1038,12,1,0,0,0,0,0,204,699,0,80177,73395,13.182046979865772,8,source-tweets,1,35183.0,2,3,4,9
BREAKING: More Than a Dozen Hostages Held in Cafe in Sydney; Arabic Flag Placed in Window http://t.co/OkS1edZqiE,2505,17,0,0,0,0,0,1,214,86,1,535084,36845,0.030331562310848072,8,source-tweets,1,2287.0,2,9,0,9
"Terrified faces of hostages taken by jihadists in Sydney.Instead of worrying about ""image of Islam"",worry about them! http://t.co/6tbQYvAnUb",2013,18,1,0,0,0,0,0,169,91,0,31447,353,0.0056752818467673905,8,source-tweets,1,268512.0,1,2,8,14
This is the scene of the #Sydneysiege at the Lindt Chocolate Cafe in #MartinPlace | Live blog: http://t.co/AG0jQb072Q http://t.co/kLzdEKnILC,2286,19,0,0,0,0,2,1,179,33,1,19223,320,8.573020703845e-05,8,source-tweets,1,5357.0,2,2,1,1
"The Lindt store refuses to be halal certified perhaps thats why they were targeted. #jihad #Sydney #hostagecrisis
http://t.co/gAEf9aHB8v",2327,18,0,0,0,0,3,1,217,98,0,52769,218,0.0010081346033511784,8,source-tweets,1,7987.0,1,15,4,31
UPDATE: Reports gunman says four devices are located around Sydney. Security response underway. Police calling for calm. #9News,1600,18,0,0,0,0,1,0,244,50,1,26781,1644,0.005251020598959145,8,source-tweets,1,1478.0,2,6,2,9
Map shows Martin Place in Sydney where hostages are being held in a cafe @AFP http://t.co/WQ2vzn1mTU,1175,16,0,0,0,1,0,0,133,32,1,282256,486,0.001267166141320704,8,source-tweets,1,3031.0,1,0,0,4
Sydney 2GB radio shock jock Ray Hadley now retracting many of his earlier claims about #SydneySiege. Appalling 'journalism',1257,18,0,0,0,0,1,0,247,138,0,14523,885,0.06198229077406455,8,source-tweets,1,32199.0,1,1,7,13
BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News,1320,18,0,0,0,0,0,0,338,66,0,202003,3540,0.013720631424375919,8,source-tweets,1,1731.0,2,7,3,13
Scary scenes in Sydney right now. Thoughts go out to everyone involved. Hopefully the hostage situation can be resolved peacefully.,1367,20,0,0,0,0,0,0,125,471,1,403763,426,3.406187085686226,8,source-tweets,1,3490.0,1,11,3,7
A closer still caption of #Sydneysiege gunman http://t.co/2zFjvlPC1n http://t.co/tk1jwhYDdn,1951,9,0,0,0,0,1,1,315,65,1,824820,460,0.0002241300343990879,8,source-tweets,1,1645.0,1,3,2,12
Basically: there are 1-2 men holding 13 ppl hostage in a café in Sydney and has made some of the hostages hold an islamic flag in the window,491,28,0,0,0,0,0,0,100,155,0,124662,298,0.22186244576570785,8,source-tweets,1,4193.0,1,2,5,12
Police take down suspect in #MartinPlace. Unclear whether related to siege http://t.co/mHXj4Hbmr9 #Sydney http://t.co/udwnmov1Lb,2058,14,0,0,0,0,2,1,338,133,1,116475,35970,0.002765966230442142,8,source-tweets,1,771.0,1,1,2,17
#BREAKING One man has been arrested and people are being evacuated from the building #sydneysiege #martinplace,1714,16,0,0,0,0,3,0,264,56,1,169840,1421,0.0005344238678346539,8,source-tweets,1,849.0,1,7,1,12
Ongoing hostage situation in Sydney café. #sydneyseige  Australian PM convenes National Security Committee of cabinet http://t.co/KDp8R6wdOm,2793,16,0,0,0,0,1,1,509,102,1,12525682,3,0.0,8,source-tweets,1,1417.0,1,2,2,14
#BREAKING: One man has been arrested and people are being evacuated from the building #sydneysiege http://t.co/7NdqPYhwcY,2817,16,0,0,0,0,2,1,251,95,1,489913,1063,0.01077727667323043,8,source-tweets,1,3945.0,1,3,1,11
LIVE: @9NewsAUS coverage of ongoing hostage situation in Sydney's business district: http://t.co/ntlKVOgGWE http://t.co/leHfgNvMgQ,1168,13,0,0,0,1,0,1,185,48,1,28344,180,0.0005403944879762226,8,source-tweets,1,9323.0,2,0,1,2
"JUST IN: Lindt's CEO says there could be as many as 50 hostages inside the cafe in #Sydney 
http://t.co/FlxRZYOxWA http://t.co/eKFi9smVGh",2049,20,0,0,0,0,1,1,152,23,1,377091,80,0.00015222785465284438,8,source-tweets,1,2676.0,2,0,1,3
#BREAKING: @nswpolice say a photo circulating of arrest of man near #MartinPlace is NOT related to the police operation #sydneysiege,2817,20,0,0,0,1,3,0,120,22,1,490254,1063,0.01079768802444653,8,source-tweets,1,11855.0,1,1,1,0
Apparent hostage situation unfolding in Sydney; prime minister convenes security briefing http://t.co/YbFYonoqKv,2819,12,0,0,0,0,0,1,125,38,1,3790819,1155,0.0324892654813799,8,source-tweets,1,6797.0,1,2,2,13
Praying for the safety of all the hostages being held by some criminal in the cafe in Sydney. Preparing for the collective blame as well.,1393,25,0,0,0,0,0,0,231,135,0,32894,1437,0.27412411626080124,8,source-tweets,1,10695.0,0,8,20,26
"Sydney hostage situation.

LIVE VIDEO: http://t.co/j1ljDbazOw
UPDATES: http://t.co/PD7pVfU9pQ http://t.co/nxlnJR1tum",2080,9,0,0,0,0,0,2,744,293,1,3776121,860,0.005626500818856815,8,source-tweets,1,74486.0,2,6,3,8
A man believed to be the gunman filmed wearing a black headband inside the cafe http://t.co/7ixIlhiVXZ http://t.co/dOW5zfm1uU,426,17,0,0,0,0,0,1,109,18,1,2051,136,0.06995230524642289,8,source-tweets,1,6555.0,0,2,2,11
"Sydney cafe in hostage crisis may hold up to 10 staff and perhaps 30 customers, Lindt says http://t.co/3KhviIgfR7 http://t.co/UmVzJ6cetn",2061,19,0,0,0,0,0,1,369,87,1,1876160,637,0.0025522577664857373,8,source-tweets,1,17896.0,1,6,8,11
Police stand guard as hostages are held in a cafe in Sydney. Follow AFP's LIVE REPORT: http://t.co/yKWnSmShSY http://t.co/wyjunPbDfo,1175,18,0,0,0,0,0,1,161,22,1,282186,486,0.0012672665061462425,8,source-tweets,1,2776.0,2,2,0,1
BREAKING UPDATE: US Consulate in Sydney has been evacuated and US Citizens there being warned to be on high alert. Reuters,1320,21,0,0,0,0,0,0,217,36,0,201954,3540,0.013721890775585131,8,source-tweets,1,244109.0,2,2,2,7
#pmharper tweets 'Canada's thoughts and prayers are with our Australian friends.' 13-40 hostages held in cafe in #Sydney. #SydneySiege,2159,19,0,0,0,0,3,0,117,38,1,402366,264,0.0007543916370298524,8,source-tweets,1,42038.0,1,1,0,2
"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",2428,20,0,0,0,0,1,0,245,69,1,34994,250,0.0,8,source-tweets,1,10767.0,2,3,4,9
The CEO of Lindt says there are around 50 people holed up in the cafe in central Sydney #sydneysiege http://t.co/sUKKYMk08y,2793,20,0,0,0,0,1,1,1395,276,1,12524483,3,0.0,8,source-tweets,1,29058.0,1,5,5,37
BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS,1320,12,0,0,0,0,0,0,171,52,0,201908,3540,0.013723150357995227,8,source-tweets,1,819.0,1,4,2,12
"Islamist militants take hostages in Sydney café, display black jihadist flag http://t.co/Audo3xS9w3 #sydneysiege http://t.co/mDWczVjCNc",1951,14,0,0,0,0,1,1,311,65,1,824786,460,0.00022413877113482435,8,source-tweets,1,117470.0,0,6,8,12
"HOSTAGE SITUATION IN SYDNEY
To all our fans and friends staying in Sydney, stay safe and keep praying... http://t.co/Sq62BaKeTz",915,19,0,0,0,0,0,0,129,33,0,75977,310,0.2076264825101336,8,source-tweets,1,89019.0,2,1,0,2
#SydneySiege Update: U.S. consulate in Sydney has been evacuated http://t.co/v7R5QFSGE2,1059,10,0,0,0,0,1,1,122,35,1,174496,3951,0.0028228652081863093,8,source-tweets,1,9872.0,1,5,1,10
"SYDNEY ATTACK
-Entering 3rd hour
-At Sydney cafe
-50 hostages
-2 gunmen
-Hostages seen holding Arabic flag

Stay with @PzFeed for the latest",1320,23,0,0,0,1,0,0,595,143,0,201968,3540,0.013721890775585131,8,source-tweets,1,1283.0,2,7,3,18
Reports that the AFP is conducting search warrants in the Sydney suburb of Lakemba are incorrect.,543,16,0,0,0,0,0,0,495,126,1,3490,106,0.0049261083743842365,8,source-tweets,1,4538.0,1,3,1,15
UPDATE: The latest footage from Sydney #siege shows a man holding a female hostage as a human shield. #9News http://t.co/HlvsOlSjmn,1600,20,0,0,0,0,2,0,101,30,1,26429,1644,0.0052533125487139514,8,source-tweets,1,4569.0,2,1,1,5
Vision now confirms #sydneysiege perpetrator is using young woman as a shield as he paces around in view of windows &amp; police outside.,1516,23,0,0,0,0,1,0,320,115,1,114885,505,0.09838568935427575,8,source-tweets,1,754.0,1,1,5,12
BREAKING UPDATE: The latest footage from Sydney siege shows a man holding a female hostage as a human shield. #9News http://t.co/pJ5gsqgjQL,1320,21,0,0,0,0,1,0,108,33,0,201948,3540,0.013721890775585131,8,source-tweets,1,5340.0,2,0,1,5
Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,1951,16,0,0,0,0,2,1,432,91,1,824767,460,0.0002241453241336296,8,source-tweets,1,12164.0,1,12,4,16
The Sydney cafe siege may be part of a larger plot. @Y7News #MartinPlaceSiege http://t.co/f2aTNEpjmh http://t.co/DE4IBxv73K,1642,15,0,0,0,1,1,1,138,55,1,42339,397,0.0009184923118791673,8,source-tweets,1,10544.0,1,1,4,14
"Please join me in prayer for those held hostage in Martin Place, Sydney, and for the police who are trying to resolve the situation.",755,24,0,0,0,0,0,0,135,89,0,2828,94,0.037037037037037035,8,source-tweets,1,151171.0,1,2,2,4
The US Consulate in #Sydney has been evacuated - Statement via @PaulNBlake http://t.co/jYIp6E1Qp7,2793,13,0,0,0,1,1,0,1017,226,1,12520101,3,0.0,8,source-tweets,1,6793.0,1,1,3,13
#Sydneysiege: what we know http://t.co/rhQ4TLeqHE http://t.co/t0RBx9kS69,426,6,0,0,0,0,1,1,247,62,1,2062,136,0.06984126984126984,8,source-tweets,1,9472.0,1,6,4,7
Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,2835,12,0,0,0,0,0,1,296,76,1,4814814,2778,0.0033561368209255532,8,source-tweets,1,887.0,1,5,5,10
"Sydney hostage situation.

LIVE VIDEO: http://t.co/j1ljDbazOw
UPDATES: http://t.co/PD7pVfU9pQ http://t.co/wLddAhd47T",2080,9,0,0,0,0,0,2,225,68,1,3776053,860,0.005626500818856815,8,source-tweets,1,8894.0,2,9,1,8
US consulate in #Sydney reportedly evacuated amid ongoing hostage situation at chocolate shop http://t.co/n4D3yGjso9 http://t.co/ayL7vvqxl8,2829,15,0,0,0,0,1,1,576,220,1,4635865,382,4.242523877454698e-05,8,source-tweets,1,63551.0,1,5,5,16
"Yes, #sydneysiege is a hostage situation. Yes, the hostage taker(s) is a terrorist. 
Any other stupid failures of PC that need addressing?",1918,22,0,1,0,0,1,0,108,91,0,35429,5993,0.005918672905478871,8,source-tweets,1,45474.0,0,8,3,26
Our thoughts and prayers are with the hostages and the families in Sydney. #sydneysiege http://t.co/TYH5KaeLSA,1503,15,0,0,0,0,1,0,223,33,0,2405442,517,0.018480404768030187,8,source-tweets,1,1852.0,1,0,2,0
"Hostages Held In Downtown Sydney Cafe — Live updates from @BuzzFeedNews, @BuzzFeedOz http://t.co/HFOY0ctLNV http://t.co/MwoqhXPj3F",726,14,0,0,0,1,0,1,115,44,1,187936,4737,0.007927792806063691,8,source-tweets,1,331.0,2,1,0,0
#US consulate reportedly evacuated amid #Sydneysiege hostage situation http://t.co/1ZlzKDjvSf #martinplace http://t.co/usVgXibdKO,1951,11,0,0,0,0,3,1,106,35,1,824755,460,0.0002241453241336296,8,source-tweets,1,13479.0,1,4,3,10
Construction workers gather in front of #Sydney Opera House after evacuation: http://t.co/z9JrtJ2IN3 #sydneysiege http://t.co/9FphFGenb6,2793,14,0,0,0,0,2,1,580,197,1,12525390,3,0.0,8,source-tweets,1,46382.0,1,0,0,16
"JUST IN: Flag in #Sydney cafe window confirmed to be that of Jabah Al-Nusra, says Islamic terror expert on 7 News http://t.co/TfvTC6DvMt",2049,22,0,0,0,0,1,0,132,17,1,375854,80,0.00015254017526866137,8,source-tweets,1,7110.0,2,2,0,5
Ugh: Uber introduces $100 minimum surge pricing during #SydneySiege http://t.co/9YZ9WKo7D2 via @jennijenni http://t.co/9Xk76P4S3V,2805,13,0,0,0,1,1,1,181,22,1,5146,775,0.07664301717699776,8,source-tweets,1,4193.0,1,6,5,8
HADLEY confirms he is speaking to a hostage inside the cafe. He says the gunman is listening to multiple radio stations inside the cafe.,1908,24,0,0,0,0,0,0,126,17,1,26763,1146,0.058823529411764705,8,source-tweets,1,2410.0,1,1,5,7
Central Sydney shut down amid ongoing hostage situation: http://t.co/rKdwIgOPqT #SydneySiege http://t.co/tzgAtCdsic,2814,11,0,0,0,0,1,1,480,116,1,5446595,968,0.009787209028920761,8,source-tweets,1,27864.0,1,10,1,13
"BREAKING NEWS: Flag in Sydney cafe window confirmed to be that of Jabah Al-Nusra, says Islamic terror expert on 7News http://t.co/1UMa3DwuNJ",1320,21,0,0,0,0,0,0,224,53,0,201954,3540,0.013721890775585131,8,source-tweets,1,4497.0,2,4,5,11
LIVE: @9NewsAUS coverage of ongoing hostage situation in Sydney's business district. http://t.co/ntlKVOgGWE http://t.co/leHfgNvMgQ,1168,13,0,0,0,1,0,1,148,43,1,28341,180,0.0005403944879762226,8,source-tweets,1,1959.0,2,0,1,11
BREAKING NEWS: An armed gunman is holding up to 13 people hostage inside a cafe in one of Sydney's main business areas [Sky News Australia],2299,25,0,0,0,0,0,0,100,46,1,500440,1533,0.0007665067222639543,8,source-tweets,1,692.0,2,6,1,10
"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",2093,24,0,0,0,0,0,0,140,58,1,15056,389,9.211624441132638,8,source-tweets,1,1222.0,2,3,2,8
"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/439C1MkRWf",1997,16,0,0,0,0,0,1,271,45,1,4449631,7357,2.082964475040878e-05,8,source-tweets,1,4862.0,1,5,3,19
"There is at least one armed suspect involved in Sydney hostage situation, U.S. officials say. http://t.co/02SVSxOrFt",2904,16,0,0,0,0,0,1,489,237,1,21718217,109,0.0003546196022804768,8,source-tweets,1,7021.0,0,2,10,8
50 hostages in a cafe... at Sydney... Imagine if @Bdutt were reporting this ugly incident.. You would be dead by now....,1625,21,0,0,0,1,0,0,178,74,0,76558,207,5.087569795098127e-05,8,source-tweets,1,4465.0,0,5,4,11
Sydney's central business district is under lockdown as gunman takes hostages at a cafe. Live stream as it unfolds: http://t.co/J7YKJcaPqt,1975,20,0,0,0,0,0,1,137,37,0,2499,680,0.05970149253731343,8,source-tweets,1,5613.0,1,2,0,3
MT @mashable #Uber intros surge pricing during #sydneysiege - http://t.co/ypP0wMtOON http://t.co/kbPubroomX,2199,11,0,0,0,1,2,1,140,29,0,35028,2169,0.02666960546616707,8,source-tweets,1,10139.0,1,17,6,21
Uber Is Allegedly Charging Passengers $100 Minimum During Sydney Siege http://t.co/6GYtqylMUt via @braddybb,459,13,0,0,0,1,0,1,138,22,1,15343,753,0.16124491710979044,8,source-tweets,1,32461.0,1,5,2,7
"Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co/ZtjDvjTt9c",2462,21,0,0,0,0,0,1,148,26,1,1955622,2894,0.009152595865551522,8,source-tweets,1,4744.0,0,5,1,15
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",2835,21,0,0,0,0,1,1,154,33,1,4814829,2778,0.0033561098099814087,8,source-tweets,1,7196.0,2,3,6,12
BBC News - Sydney siege: Hostages held in central cafe http://t.co/TaSZx5PnEz #sidneysiege,2008,12,0,0,0,0,1,1,3000,4,0,42670,2365,0.006257822277847309,8,source-tweets,1,131310.0,1,0,0,1
Sydney Siege: Up To 40 Hostages Held - Reports #sidneysiege @skynews http://t.co/6NcYLpqsIN,2008,12,0,0,0,1,1,1,3000,3,0,42670,2365,0.006257822277847309,8,source-tweets,1,0.0,1,0,0,0
"At least one armed offender holding an undisclosed number of hostages, says Sydney police #sydneysiege http://t.co/6yS0ePNdeI",2793,16,0,0,0,0,1,1,552,123,1,12525643,3,0.0,8,source-tweets,1,53293.0,0,5,11,13
Uber criticized for “off the charts” surge pricing during hostage crisis in Australia. http://t.co/OgTn7iAO1W http://t.co/qdX0m3uzWc,2391,15,0,0,0,0,0,1,100,19,1,152634,1624,0.07403236569903236,8,source-tweets,1,9157.0,1,15,5,18
Praying for the hostages in #Sydney. For speedy rescue and no one harmed. #sydneysiege,1931,14,0,0,0,0,2,0,112,125,0,38314,278,0.010095081582345346,8,source-tweets,1,2444.0,1,3,2,2
"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO",1951,14,0,0,0,0,2,1,562,142,1,824828,460,0.00022412785032157475,8,source-tweets,1,40158.0,1,8,11,17
"Authorities have not yet had direct contact with the hostage taker at a Sydney café, official says. http://t.co/02SVSxOrFt",2904,18,0,0,0,0,0,1,461,196,1,21720848,109,0.0003545712415448396,8,source-tweets,1,314.0,1,7,0,11
This is the exclusion zone currently in place in Sydney's CBD. http://t.co/qbMIVC5VJv #SydneySiege http://t.co/YoPxvVXLZV,2610,14,0,0,0,0,1,1,185,35,1,230482,395,0.0005073750588917479,8,source-tweets,1,1215.0,1,1,0,1
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,1020,24,0,0,0,0,0,0,491,178,1,5051,675,0.5221389645776566,8,source-tweets,1,25868.0,2,45,14,43
"After criticism, Uber now picking riders in downtown Sydney for free during hostage crisis. https://t.co/BrmZCdZpxj http://t.co/9OUdn7HZBd",2391,16,0,0,0,0,0,1,132,28,1,152561,1624,0.07399938809000639,8,source-tweets,1,10650.0,2,5,1,7
#sydneysiege: Police confirm only one armed suspect is holding undisclosed number of hostages at a cafe http://t.co/wcxgqM4DrH,1984,17,0,0,0,0,1,0,101,32,0,193653,304,0.00039106418340910203,8,source-tweets,1,13545.0,1,2,1,3
"Uber reverses course after @Mashable story, now giving free rides to people in downtown #Sydney. Good call: https://t.co/x3Z2LI886S",2615,18,0,0,0,1,1,1,103,31,1,12802,7023,0.15713434614238903,8,source-tweets,1,2265.0,2,7,0,0
Sydney siege: hostages in Australian cafe forced to hold black and white Islamic flag to windows http://t.co/7Xz4S0xgoN #sydneysiege,1865,18,0,0,0,0,1,1,180,25,1,2996400,1081,0.001271617497456765,8,source-tweets,1,11474.0,0,7,2,8
Sydney Opera House among buildings evacuated due to #SydneySiege: http://t.co/xQtgKojdnC http://t.co/LPOz3sxOI7,2814,11,0,0,0,0,1,1,307,86,1,5445883,968,0.00977791698068886,8,source-tweets,1,6376.0,0,1,9,5
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",871,12,0,0,0,0,2,0,145,20,0,253,159,2.1232394366197185,8,source-tweets,1,35575.0,1,5,1,17
"Sydney's Daily Telegraph has printed a special 2pm edition - ""Death cult CBD attack"" #MartinPlaceSiege http://t.co/smU3gg3RSS",2093,16,0,0,0,0,1,0,209,67,1,15056,389,9.211624441132638,8,source-tweets,1,10606.0,2,12,10,9
"Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/UiqFQ372Ae http://t.co/LDeKQuLYcx",2826,14,0,0,0,0,0,1,732,171,1,5638775,1043,0.007467512335125655,8,source-tweets,1,149573.0,0,8,13,13
"Martin Place, Sydney Opera House &amp; State Library evacuated due to #sydneysiege follow our blog
http://t.co/4MUc9ivwbK http://t.co/s6hCQ8QOAs",2818,17,0,0,0,0,1,1,108,32,1,490216,1063,0.010797840431913617,8,source-tweets,1,26987.0,0,6,4,4
"Dozens of hostages are being held in a Sydney cafe, Islamic flag seen in window » http://t.co/krZOmZSUaX http://t.co/ThxMOu1dTj",2135,18,0,0,0,0,0,1,140,42,1,1724951,883,0.04542766400175227,8,source-tweets,1,62400.0,1,3,1,14
#BREAKING: Flag w/ Islamic writing held up to window of #Sydney cafe. Police say up to 50 hostages. #Australia PM convenes security team.,2116,23,0,0,0,0,3,0,112,29,1,10878,1246,0.15699248120300752,8,source-tweets,1,1284.0,1,6,3,10
RT @guardian: Sydney siege: hostages in Australian cafe forced to hold black and white Islamic flag to windows http://t.co/i2sx7hWU4K #sydn…,55,20,0,0,0,1,1,1,241,0,0,39,31,0.0,8,source-tweets,1,0.0,0,0,0,0
"Update: After price hikes, @Uber_Sydney says all rides will be free for passengers leaving #SydneySiege area http://t.co/rqCr89FK8V",2835,17,0,0,0,1,1,1,179,60,1,4814719,2778,0.0033562178563667534,8,source-tweets,1,4578.0,2,7,1,10
"Who's your pick for ""worst contribution to #sydneysiege"" - Mamamia, Uber or the Daily Tele? http://t.co/h9HRgIDBRB",1966,16,0,1,0,0,1,0,138,101,1,592,406,0.12404830664216329,8,source-tweets,1,4685.0,0,7,2,8
"hostages in Sydney right now... my thoughts and prayers are with you guys. 

so much hatred in the world. this isn't the way..
#sydneysiege",1322,24,0,0,0,0,1,0,423,559,0,119277,432,0.42434829346949743,8,source-tweets,1,5458.0,2,6,6,7
"""The situation in sydney must be hard for 5sos""

No the situation in sydney must be hard for the innocent people that are being held hostage",486,26,0,0,0,0,0,0,577,414,0,5180,2431,0.32264992294829337,8,source-tweets,1,12291.0,1,8,6,24
Deserted grounds of the evacuated #Sydney Opera House - More on our LIVE page: http://t.co/VaKt3ZpRZR #sydneysiege http://t.co/pKWvDgpOle,2873,17,0,0,0,0,2,1,227,72,1,8173678,61,0.0,8,source-tweets,1,42700.0,2,1,2,7
Grand Mufti of Australia statement condemning #SydneySiege http://t.co/8juQ032EdP,2121,8,0,0,0,0,1,0,319,126,1,4534,2556,0.006436358859845002,8,source-tweets,1,84671.0,2,11,5,17
